Title,URL,Severity
TorchServe ZipSlip,https://github.com/advisories/GHSA-m2mj-pr4f-h9jp,Moderate
upydev has weak encryption padding,https://github.com/advisories/GHSA-qc4j-hrj6-cppf,High
Deserialization of Untrusted Data in apache-submarine,https://github.com/advisories/GHSA-8hcr-5x2g-9f7j,Critical
Ibis PyArrow dependency allows arbitrary code execution when loading a malicious data file,https://github.com/advisories/GHSA-x563-6hqv-26mr,Critical
MLflow authentication requirement bypass can allow a user to arbitrarily create an account,https://github.com/advisories/GHSA-4qq5-mxxx-m6gg,Critical
Ray Missing Authorization vulnerability,https://github.com/advisories/GHSA-6cxr-8q3m-jwrr,Critical
Remote Code Execution due to Full Controled File Write in mlflow,https://github.com/advisories/GHSA-5p3h-7fwh-92rc,Critical
HTTPie allows attackers to eavesdrop on communications between the host and server via a man-in-the-middle attack,https://github.com/advisories/GHSA-8r96-8889-qg2x,High
Missing SSL certificate validation in localstack,https://github.com/advisories/GHSA-8633-g3ph-97rp,High
PyPinkSign uses a non-random or static IV for Cipher Block Chaining (CBC) mode in AES encryption,https://github.com/advisories/GHSA-fxff-wxxv-c2jc,High
MLflow allowed arbitrary files to be PUT onto the server,https://github.com/advisories/GHSA-f798-qm4r-23r5,Critical
Ray Path Traversal vulnerability,https://github.com/advisories/GHSA-3pww-qvr8-6mhp,Critical
Ray OS Command Injection vulnerability,https://github.com/advisories/GHSA-h3xg-wv58-5p43,Critical
Cross-Site Request Forgery vulnerability in Prefect,https://github.com/advisories/GHSA-4hh5-2678-83fx,High
Ethyca Fides Cryptographically Weak Generation of One-Time Codes for Identity Verification,https://github.com/advisories/GHSA-82vr-5769-6358,High
yt-dlp Generic Extractor MITM Vulnerability via Arbitrary Proxy Injection,https://github.com/advisories/GHSA-3ch3-jhc6-5r8x,Moderate
Ansible galaxy-importer Path Traversal vulnerability,https://github.com/advisories/GHSA-55g2-vm3q-7w52,Moderate
vantage6-server node accepts non-whitelisted algorithms from malicious server,https://github.com/advisories/GHSA-vc3v-ppc7-v486,High
"AIOHTTP has problems in HTTP parser (the python one, not llhttp)",https://github.com/advisories/GHSA-gfw2-4jvh-wgfg,Moderate
Aiohttp has inconsistent interpretation of `Content-Length` vs. `Transfer-Encoding` differing in C and Python fallbacks,https://github.com/advisories/GHSA-xx9p-xxvh-7g8j,Low
Label Studio Object Relational Mapper Leak Vulnerability in Filtering Task,https://github.com/advisories/GHSA-6hjj-gq77-j4qw,High
"Remarshal expands YAML alias nodes unlimitedly, hence Remarshal is vulnerable to Billion Laughs Attack",https://github.com/advisories/GHSA-gw7g-qr8w-3448,High
piccolo SQL Injection via named transaction savepoints,https://github.com/advisories/GHSA-xq59-7jf3-rjc6,Critical
Apache Airflow allows authenticated and DAG-view authorized users to modify some DAG run detail values when submitting notes,https://github.com/advisories/GHSA-hm9r-7f84-25c9,Moderate
Apache Airflow vulnerable to Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/advisories/GHSA-r7x6-xfcm-3mxv,High
AsyncSSH Rogue Session Attack,https://github.com/advisories/GHSA-c35q-ffpf-5qpm,High
esptool allows attackers to view sensitive information via weak cryptographic algorithm,https://github.com/advisories/GHSA-3f38-96qm-r3fw,High
AsyncSSH Rogue Extension Negotiation,https://github.com/advisories/GHSA-cfc2-wr2v-gxm5,Moderate
Label Studio has Hardcoded Django `SECRET_KEY` that can be Abused to Forge Session Tokens,https://github.com/advisories/GHSA-f475-x83m-rx5m,Critical
PyArrow: Arbitrary code execution when loading a malicious data file,https://github.com/advisories/GHSA-5wvp-7f3h-6wmm,Critical
Ethyca Fides HTML Injection Vulnerability in HTML-Formatted DSR Packages,https://github.com/advisories/GHSA-3vpf-mcj7-5h38,Moderate
Pillow Denial of Service vulnerability,https://github.com/advisories/GHSA-8ghj-p4vj-mr35,High
Django Denial-of-service in django.utils.text.Truncator,https://github.com/advisories/GHSA-h8gc-pgj2-vjm3,High
Django Denial of service vulnerability in django.utils.encoding.uri_to_iri,https://github.com/advisories/GHSA-7h4p-27mh-hmrw,Moderate
transmute-core unsafe YAML deserialization vulnerability,https://github.com/advisories/GHSA-w9cp-3x79-2p8p,Critical
Django potential denial of service vulnerability in UsernameField on Windows,https://github.com/advisories/GHSA-qmf9-6jqf-j8fq,High
Possible Infinite Loop when PdfWriter(clone_from) is used with a PDF,https://github.com/advisories/GHSA-wjcc-cq79-p63f,Moderate
Synapse vulnerable to leak of remote user device information,https://github.com/advisories/GHSA-mp92-3jfm-3575,Moderate
Apache Airflow Celery provider Insertion of Sensitive Information into Log File vulnerability,https://github.com/advisories/GHSA-666g-rfc5-c9jv,High
Home Assistant vulnerable to account takeover via auth_callback login,https://github.com/advisories/GHSA-qhhj-7hrc-gqj5,Moderate
twisted.web has disordered HTTP pipeline response,https://github.com/advisories/GHSA-xc8x-vp79-p3wm,Moderate
Command Injection in pip when used with Mercurial,https://github.com/advisories/GHSA-mq26-g339-26xf,Moderate
Werkzeug DoS: High resource usage when parsing multipart/form-data containing a large part with CR/LF character at the beginning,https://github.com/advisories/GHSA-hrfv-mqp8-q5rw,Moderate
dtale vulnerable to Remote Code Execution through the Custom Filter Input,https://github.com/advisories/GHSA-jq6c-r9xf-qxjm,Moderate
Nautobot vulnerable to exposure of hashed user passwords via REST API,https://github.com/advisories/GHSA-r2hw-74xv-4gqp,High
Fides JavaScript Injection Vulnerability in Privacy Center URL,https://github.com/advisories/GHSA-fgjj-5jmr-gh83,Low
Fides Information Disclosure Vulnerability in Config API Endpoint,https://github.com/advisories/GHSA-rjxg-rpg3-9r89,Moderate
Fides Server-Side Request Forgery Vulnerability in Custom Integration Upload,https://github.com/advisories/GHSA-jq3w-9mgf-43m4,High
Apache Airflow vulnerable to Exposure of Sensitive Information,https://github.com/advisories/GHSA-9qqg-mh7c-chfq,Moderate
Wagtail CRX CodeRed Extensions vulnerable to Path Traversal,https://github.com/advisories/GHSA-h454-rq3m-89rc,Moderate
Django Grappelli Open Redirect vulnerability,https://github.com/advisories/GHSA-9x43-5qcq-h79q,Moderate
Langchain SQL Injection vulnerability,https://github.com/advisories/GHSA-8h5w-f6q9-wg35,Critical
Langchain Server-Side Request Forgery vulnerability,https://github.com/advisories/GHSA-6h8p-4hx9-w66c,High
PDM Trojan Lockfile,https://github.com/advisories/GHSA-j44v-mmf2-xvm9,High
modoboa Cross-Site Request Forgery vulnerability,https://github.com/advisories/GHSA-57cr-rq3f-ppmx,Moderate
modoboa Cross-site Scripting vulnerability,https://github.com/advisories/GHSA-pqgm-9g82-wcm7,Critical
modoboa Cross-site Scripting vulnerability,https://github.com/advisories/GHSA-9wj3-cfq8-wpvj,High
mycli has Inadequate Encryption Strength,https://github.com/advisories/GHSA-v9vj-9pxv-mr2w,Moderate
Viewing wget extractor output while logged in as an admin allows archived JS to execute in the admins context,https://github.com/advisories/GHSA-cr45-98w9-gwqx,High
Wagtail vulnerable to disclosure of user names via admin bulk action views,https://github.com/advisories/GHSA-fc75-58r8-rm3h,Low
TorBot vulnerable to Inefficient Regular Expression Complexity in validate_link,https://github.com/advisories/GHSA-72qw-p7hh-m3ff,Moderate
LangChain Server Side Request Forgery vulnerability,https://github.com/advisories/GHSA-655w-fm8m-m478,High
urllib3's request body not stripped after redirect from 303 status changes request method to GET,https://github.com/advisories/GHSA-g4mx-q9vg-27p4,Moderate
vantage6 does not properly delete linked resources when deleting a collaboration,https://github.com/advisories/GHSA-rf54-7qrr-96j6,Low
Authorization Header forwarded on redirect,https://github.com/advisories/GHSA-gwvm-45gx-3cf8,Moderate
Apache Airflow vulnerable to sensitive information exposure when expose-config is set to non-sensitive-only,https://github.com/advisories/GHSA-fpxx-xv4c-gxqp,Moderate
Apache Airflow vulnerable to sensitive information exposure,https://github.com/advisories/GHSA-32wr-qqw6-5mfp,Moderate
Apache Airflow vulnerable to sensitive information exposure when users list warnings for all DAGs,https://github.com/advisories/GHSA-cgx2-rrmr-jx43,Moderate
Apache Airflow vulnerable to privilege escalation,https://github.com/advisories/GHSA-j3w8-2p2h-mrr9,Moderate
pyminizip affected by zlib's integer overflow/heap based buffer overflow vulnerability due to vulnerable dependency,https://github.com/advisories/GHSA-mq29-j5xf-cjwr,Critical
Defining resource name as integer may give unintended access in vantage6,https://github.com/advisories/GHSA-7x94-6g2m-3hp2,Moderate
Improper Access Control in vantage6,https://github.com/advisories/GHSA-gc57-xhh5-m94r,Moderate
Pickle serialization vulnerable to Deserialization of Untrusted Data,https://github.com/advisories/GHSA-5m22-cfq9-86x6,High
matrix-synapse vulnerable to denial of service due to malicious server ACL events,https://github.com/advisories/GHSA-5chr-wjw5-3gq4,Moderate
OctoPrint vulnerable to Improper Neutralization of Special Elements Used in a Template Engine,https://github.com/advisories/GHSA-fwfg-vprh-97ph,High
Microsoft Common Data Model SDK Denial of Service Vulnerability,https://github.com/advisories/GHSA-vm2m-7hpw-fpmq,Moderate
langchain_experimental vulnerable to arbitrary code execution via PALChain in the python exec method,https://github.com/advisories/GHSA-gjjr-63x4-v8cq,Critical
Bundled libwebp in pywebp vulnerable,https://github.com/advisories/GHSA-f9pm-4g9p-6vm3,High
NI MeasurementLink Python Services Improper Access Restriction vulnerability,https://github.com/advisories/GHSA-3f48-9j7q-q2gv,High
Bundled libwebp in imagecodecs vulnerable,https://github.com/advisories/GHSA-94vc-p8w7-5p49,High
Bundled libwebp in Pillow vulnerable,https://github.com/advisories/GHSA-56pw-mpj4-fxww,High
Zope management interface vulnerable to stored cross site scripting via the title property,https://github.com/advisories/GHSA-m755-gxxg-r5qh,Low
Ansible may expose private key,https://github.com/advisories/GHSA-ww3m-ffrm-qvqv,Moderate
asyncua Improper Authentication vulnerability,https://github.com/advisories/GHSA-2894-qcqf-g23g,High
asyncua vulnerable to denial of service via infinite loop,https://github.com/advisories/GHSA-gfvq-mxw3-mfq3,High
opentelemetry-instrumentation Denial of Service vulnerability due to unbound cardinality metrics,https://github.com/advisories/GHSA-5rv5-6h4r-h22v,High
`Cookie` HTTP header isn't stripped on cross-origin redirects,https://github.com/advisories/GHSA-v845-jxx5-vc9f,High
pretix potential IP address spoofing vulnerability,https://github.com/advisories/GHSA-j9gq-w73w-9h6c,Moderate
TorchServe Server-Side Request Forgery vulnerability,https://github.com/advisories/GHSA-8fxr-qfr9-p34w,Critical
TorchServe Pre-Auth Remote Code Execution,https://github.com/advisories/GHSA-4mqg-h5jf-j9m7,Critical
Apache Avro Java SDK vulnerable to Improper Input Validation,https://github.com/advisories/GHSA-rhrv-645h-fjfh,High
Rdiffweb Allocation of Resources Without Limits or Throttling vulnerability,https://github.com/advisories/GHSA-c4rv-2j6x-pq7x,High
pretix allows Pillow to parse EPS files,https://github.com/advisories/GHSA-9jvx-p6mq-fw4v,High
pydash Command Injection vulnerability,https://github.com/advisories/GHSA-8mjr-6c96-39w8,Critical
Vyper's `_abi_decode` input not validated in complex expressions,https://github.com/advisories/GHSA-cx2q-hfxr-rj97,Moderate
matrix-synapse vulnerable to improper validation of receipts allows forged read receipts,https://github.com/advisories/GHSA-7565-cq32-vx2x,Moderate
matrix-synapse vulnerable to temporary storage of plaintext passwords during password changes,https://github.com/advisories/GHSA-4f74-84v3-j9q5,Low
Searchor CLI's Search vulnerable to Arbitrary Code using Eval,https://github.com/advisories/GHSA-66m2-493m-crh2,Critical
yt-dlp on Windows vulnerable to `--exec` command injection when using `%q`,https://github.com/advisories/GHSA-42h4-v29r-42qg,High
Gevent allows remote attacker to escalate privileges,https://github.com/advisories/GHSA-x7m3-jprg-wc5g,Critical
OpenStack Barbican information disclosure vulnerability,https://github.com/advisories/GHSA-6rx9-c2rh-3qv4,Moderate
OpenStack Heat information leak vulnerability,https://github.com/advisories/GHSA-5836-grcc-8j89,High
OpenStack Barbican credential leak flaw,https://github.com/advisories/GHSA-6qqp-4vm3-359v,Moderate
pgAdmin failed to properly control the server code,https://github.com/advisories/GHSA-ghp8-52vx-77j4,Moderate
plone.restapi vulnerable to Stored Cross Site Scripting with SVG image in user portrait,https://github.com/advisories/GHSA-hc5c-r8m5-2gfh,Low
plone.namedfile vulnerable to Stored Cross Site Scripting with SVG images,https://github.com/advisories/GHSA-jj7c-jrv4-c65x,Low
Vulnerable OpenSSL included in cryptography wheels,https://github.com/advisories/GHSA-v8gr-m533-ghj9,Low
plone.rest vulnerable to Denial of Service when ++api++ is used many times,https://github.com/advisories/GHSA-h6rp-mprm-xgcq,Moderate
Zope vulnerable to Stored Cross Site Scripting with SVG images,https://github.com/advisories/GHSA-wm8q-9975-xh5v,Low
Vyper vulnerable to memory corruption in certain builtins utilizing `msize`,https://github.com/advisories/GHSA-c647-pxm2-c52w,High
GeoNode vulnerable to SSRF Bypass to return internal host data,https://github.com/advisories/GHSA-pxg5-h34r-7q8p,High
ReportLab vulnerable to remote code execution via paraparser,https://github.com/advisories/GHSA-pj98-2xf6-cff5,Critical
Vyper has incorrect re-entrancy lock when key is empty string,https://github.com/advisories/GHSA-3hg2-r75x-g69m,Moderate
Gradio arbitrary file upload vulnerability,https://github.com/advisories/GHSA-v4q9-qgqf-7jwp,Moderate
Apache HDFS Provider error message suggested,https://github.com/advisories/GHSA-5hj9-m76g-xrc8,High
Denial of Service Vulnerability in gRPC TCP Server (Posix-compatible platforms),https://github.com/advisories/GHSA-p25m-jpj4-qcrr,High
Apache Airflow information exposure vulnerability,https://github.com/advisories/GHSA-mjqh-v5f2-g2mw,High
Apache Airflow Incorrect Authorization vulnerability,https://github.com/advisories/GHSA-wpg8-mf6h-gm92,Moderate
libwebp: OOB write in BuildHuffmanTable,https://github.com/advisories/GHSA-j7hp-h8jx-5ppr,High
Piccolo's current `BaseUser.login` implementation is vulnerable to time based user enumeration,https://github.com/advisories/GHSA-h7cm-mrvq-wcfr,Moderate
"Domain restrictions bypass via DNS Rebinding in WireMock and WireMock Studio webhooks, proxy and recorder modes",https://github.com/advisories/GHSA-pmxq-pj47-j8j4,Low
Remote Code Execution in Custom Integration Upload,https://github.com/advisories/GHSA-p6p2-qq95-vq5h,High
Information disclosure in AccessControl,https://github.com/advisories/GHSA-8xv7-89vj-q48c,Moderate
Apache Superset Deserialization of Untrusted Data vulnerability,https://github.com/advisories/GHSA-fj4x-m62j-wvwg,Moderate
Apache Superset Improper Input Validation vulnerability,https://github.com/advisories/GHSA-fm4q-j8g4-c9j4,Moderate
Apache Superset has incorrect authorization check,https://github.com/advisories/GHSA-95ch-p3gw-23qg,Moderate
Apache Superset has improper default REST API permission for Gamma users,https://github.com/advisories/GHSA-9832-mgg4-3gr6,Moderate
Apache Superset Server Side Request Forgery vulnerability,https://github.com/advisories/GHSA-4fg9-5w46-xmrj,Moderate
Apache Superset vulnerable to improper data authorization,https://github.com/advisories/GHSA-v594-2c97-hx38,Moderate
Apache Superset users may incorrectly create resources using the import charts feature,https://github.com/advisories/GHSA-9qc3-p9jq-2x27,Moderate
Apache Superset may expose internal traces on REST API endpoints,https://github.com/advisories/GHSA-cpvx-2365-466c,Moderate
Keylime registrar and (untrusted) Agent can be bypassed by an attacker,https://github.com/advisories/GHSA-f4r5-q63f-gcww,High
Salt vulnerable to denial of service,https://github.com/advisories/GHSA-vpjg-wmf8-29h9,Moderate
Salt can cause Git Providers to get wrong data,https://github.com/advisories/GHSA-qvh6-3j7x-3hq7,Moderate
Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') in hyper-bump-it,https://github.com/advisories/GHSA-xc27-f9q3-4448,Low
incorrect order of evaluation of side effects for some builtins,https://github.com/advisories/GHSA-4hg4-9mf5-wxxq,Moderate
Vyper: reversed order of side effects for some operations,https://github.com/advisories/GHSA-g2xh-c426-v8mf,Moderate
Langchain vulnerable to arbitrary code execution via the evaluate function in the numexpr library,https://github.com/advisories/GHSA-f73w-4m7g-ch9x,Critical
"Sandbox escape via various forms of ""format"".",https://github.com/advisories/GHSA-xjw2-6jm9-rf67,High
GitPython blind local file inclusion,https://github.com/advisories/GHSA-cwvm-v4w8-q58c,Moderate
Archive spoofing vulnerability in borgbackup,https://github.com/advisories/GHSA-8fjr-hghr-4m99,Moderate
Open Redirect Vulnerability in jupyter-server,https://github.com/advisories/GHSA-r726-vmfq-j9j3,Moderate
cross-site inclusion (XSSI) of files in jupyter-server,https://github.com/advisories/GHSA-64x5-55rw-9974,Moderate
GitPython untrusted search path on Windows systems leading to arbitrary code execution,https://github.com/advisories/GHSA-wfm5-v35h-vwf4,High
Heap-based buffer overflow in ZBar,https://github.com/advisories/GHSA-mhp6-jvpx-2p4m,Critical
Apache Airflow vulnerable arbitrary code execution via Spark server,https://github.com/advisories/GHSA-8q28-pw9g-w82c,High
Airflow Sqoop Provider RCE Vulnerability,https://github.com/advisories/GHSA-g3m9-pr5m-4cvp,High
Pyramid static view path traversal up one directory,https://github.com/advisories/GHSA-j8g2-6fc7-q8f8,Moderate
Apache Airflow denial of service vulnerability,https://github.com/advisories/GHSA-x2mh-8fmc-rqgh,High
Apache Airflow Session Fixation vulnerability,https://github.com/advisories/GHSA-pm87-24wq-r8w9,High
Apache Airflow missing Certificate Validation,https://github.com/advisories/GHSA-5f35-pq34-c87q,Moderate
json2xml Uncaught Exception vulnerability,https://github.com/advisories/GHSA-8rj5-2857-877j,High
langchain vulnerable to arbitrary code execution,https://github.com/advisories/GHSA-7gfq-f96f-g85j,Critical
Horizon Web Dashboard Open Redirect vulnerability,https://github.com/advisories/GHSA-5pv6-rprw-82wv,Moderate
Datasette 1.0 alpha series leaks names of databases and tables to unauthenticated users,https://github.com/advisories/GHSA-7ch3-7pp7-7cpq,Moderate
pandasai vulnerable to prompt injection,https://github.com/advisories/GHSA-w832-v3c6-m6rg,High
Apache Airflow Spark Provider Improper Input Validation vulnerability,https://github.com/advisories/GHSA-r2f6-6928-fh8f,High
Scancode.io Reflected Cross-Site Scripting (XSS) in license endpoint,https://github.com/advisories/GHSA-6xcx-gx7r-rccj,Moderate
LangChain vulnerable to arbitrary code execution,https://github.com/advisories/GHSA-92j5-3459-qgp4,Critical
LangChain vulnerable to arbitrary code execution,https://github.com/advisories/GHSA-fj32-q626-pjjc,Critical
LangChain vulnerable to arbitrary code execution,https://github.com/advisories/GHSA-prgp-w7vf-ch62,Critical
PandasAI vulnerable to arbitrary code execution,https://github.com/advisories/GHSA-8fp9-43pw-56vw,Critical
llama-index vulnerable to arbitrary code execution,https://github.com/advisories/GHSA-2xxc-73fv-36f7,Critical
Tornado vulnerable to HTTP request smuggling via improper parsing of `Content-Length` fields and chunk lengths,https://github.com/advisories/GHSA-qppv-j76h-2rpx,Moderate
FaucetSDN Ryu Denial of Service Vulnerability,https://github.com/advisories/GHSA-4987-5p3p-9r27,High
FaucetSDN Ryu Denial of Service Vulnerability,https://github.com/advisories/GHSA-5x64-925v-h4gv,High
apache-airflow-providers-apache-drill Improper Input Validation vulnerability,https://github.com/advisories/GHSA-mq4v-6vg4-796c,High
GitPython vulnerable to remote code execution due to insufficient sanitization of input arguments,https://github.com/advisories/GHSA-pr76-5cm5-w9cj,Critical
Authenticated Local Privilege Escalation vulnerability in Intel Optimization for Tensorflow,https://github.com/advisories/GHSA-m2f8-v8q4-3m59,Moderate
Sentry vulnerable to incorrect credential validation on OAuth token requests,https://github.com/advisories/GHSA-hgj4-h2x3-rfx4,Moderate
Excessive Iteration in gRPC,https://github.com/advisories/GHSA-496j-2rq6-j6cc,High
ScanCode.io command injection in docker image fetch process,https://github.com/advisories/GHSA-2ggp-cmvm-f62f,Moderate
Vyper has incorrectly allocated named re-entrancy locks,https://github.com/advisories/GHSA-5824-cm3x-3c38,Critical
Privilege escalation via ApiTokensEndpoint,https://github.com/advisories/GHSA-9jcq-jf57-c62c,High
wger Workout Manager Cross-site Scripting vulnerability,https://github.com/advisories/GHSA-8m9p-3926-gffr,Moderate
wger Workout Manager Cross-Site Request Forgery vulnerability,https://github.com/advisories/GHSA-wrw3-qmqw-4x9w,High
Apache Airflow Execution with Unnecessary Privileges,https://github.com/advisories/GHSA-269x-pg5c-5xgm,High
langchain Code Injection vulnerability,https://github.com/advisories/GHSA-gwqq-6vq7-5j86,Critical
RDiffWeb vulnerable to Allocation of Resources Without Limits or Throttling,https://github.com/advisories/GHSA-wwrg-2w5j-grvx,Moderate
pyca/cryptography's wheels include vulnerable OpenSSL,https://github.com/advisories/GHSA-jm77-qphf-c4w8,Low
Keylime's registrar vulnerable to Denial-of-service attack via a single open connection,https://github.com/advisories/GHSA-pg75-v6fp-8q59,High
MindsDB can be made to not verify SSL certificates,https://github.com/advisories/GHSA-8hx6-qv6f-xgcw,Critical
mlflow vulnerable to OS Command Injection,https://github.com/advisories/GHSA-ffw3-6378-cqgp,High
Sydent does not verify email server certificates,https://github.com/advisories/GHSA-p6hw-wm59-3g5g,Critical
Null pointer dereference in PaddlePaddle,https://github.com/advisories/GHSA-rr46-m366-gm44,Moderate
Use after free in PaddlePaddle,https://github.com/advisories/GHSA-8wfh-qxxv-3q8c,High
Heap buffer overflow in PaddlePaddle,https://github.com/advisories/GHSA-hh7p-hvm3-rg88,High
Command injection in PaddlePaddle,https://github.com/advisories/GHSA-9q9v-qgwx-84mr,Critical
Float point exception (FPE) in paddlepaddle,https://github.com/advisories/GHSA-cv2j-922j-hr56,Moderate
copyparty vulnerable to reflected cross-site scripting via k304 parameter,https://github.com/advisories/GHSA-f54q-j679-p9hh,Moderate
ecrecover can return undefined data if signature does not verify,https://github.com/advisories/GHSA-f5x6-7qgp-jhf3,Moderate
Improper authorization on debug and artifact file downloads,https://github.com/advisories/GHSA-m4hc-m2v6-hfw8,High
Denial of service in neutron,https://github.com/advisories/GHSA-r3jh-qhgj-gvr8,Moderate
Removal of e-Tugra root certificate,https://github.com/advisories/GHSA-xqr8-7jwr-rhp7,High
Duplicate Advisory: Keylime's registrar vulnerable to Denial-of-service attack via a single open connection,https://github.com/advisories/GHSA-9gjg-834p-5gvv,High
Indico vulnerable to Cross-Site-Scripting via confirmation prompts,https://github.com/advisories/GHSA-fmqq-25x9-c6hm,Moderate
copyparty vulnerable to reflected cross-site scripting via hc parameter,https://github.com/advisories/GHSA-cw7j-v52w-fp5r,Moderate
aiohttp.web.Application vulnerable to HTTP request smuggling via llhttp HTTP request parser,https://github.com/advisories/GHSA-45c4-8wx5-qw6w,Moderate
keylime fails to flag device as untrusted when signature does not validate,https://github.com/advisories/GHSA-g4wg-cfpf-9689,Moderate
Pygments vulnerable to ReDoS,https://github.com/advisories/GHSA-mrwq-x4v8-fh7p,Moderate
MLflow Path Traversal vulnerability,https://github.com/advisories/GHSA-fmxj-6h9g-6vw3,Critical
Fides Webserver Vulnerable to SVG Bomb File Uploads,https://github.com/advisories/GHSA-3rw2-wfc8-wmj5,Low
Fides Webserver Vulnerable to Zip Bomb File Uploads,https://github.com/advisories/GHSA-g95c-2jgm-hqc6,Low
postgraas-server vulnerable to SQL injection,https://github.com/advisories/GHSA-vghm-8cjp-hjw6,Critical
copyparty vulnerable to path traversal attack,https://github.com/advisories/GHSA-pxfv-7rr3-2qjg,High
cryptography mishandles SSH certificates,https://github.com/advisories/GHSA-cf7p-gm2m-833m,High
Apache Airflow Apache Hive Provider Improper Input Validation vulnerability,https://github.com/advisories/GHSA-4q2q-q5pw-2342,High
Apache Airflow Path Traversal vulnerability,https://github.com/advisories/GHSA-ggwr-4vr8-g7wv,High
Apache Airflow Improper Input Validation vulnerability,https://github.com/advisories/GHSA-5946-8p38-vffp,High
Apache Airflow Incorrect Authorization vulnerability,https://github.com/advisories/GHSA-2h84-3crq-vgfj,High
Apache Airflow Improper Input Validation vulnerability,https://github.com/advisories/GHSA-3h4m-m55v-gx4m,High
Apache Airflow information disclosure vulnerability,https://github.com/advisories/GHSA-xvw9-3mhm-xjqq,High
xalpha vulnerable to Remote Code Execution,https://github.com/advisories/GHSA-jx3q-5rgf-vrrr,Critical
Whatsapp-Chat-Exporter has Cross-Site Scripting vulnerability in HTML output of chats.,https://github.com/advisories/GHSA-8c6x-g4fw-8rf4,Moderate
RestrictedPython vulnerable to arbitrary code execution via stack frame sandbox escape,https://github.com/advisories/GHSA-wqc8-x2pr-7jqh,High
Sentry CORS misconfiguration,https://github.com/advisories/GHSA-4xqm-4p72-87h6,Moderate
Withdrawn: Use after free in SciPy,https://github.com/advisories/GHSA-jrfm-2h82-xg28,Critical
gRPC Reachable Assertion issue,https://github.com/advisories/GHSA-6628-q6j9-w8vg,High
gRPC connection termination issue,https://github.com/advisories/GHSA-9hxf-ppjv-w6rq,Moderate
Apache Airflow CNCF Kubernetes Provider: KubernetesPodOperator RCE via connection configuration,https://github.com/advisories/GHSA-2rx4-9f5h-9gjf,High
"SQLFluff users with access to config file, using `libary_path` may call arbitrary python code",https://github.com/advisories/GHSA-jqhc-m2j3-fjrx,Moderate
ethyca-fides Webserver API Path Traversal vulnerability,https://github.com/advisories/GHSA-r25m-cr6v-p9hq,High
yt-dlp File Downloader cookie leak,https://github.com/advisories/GHSA-v8mc-9377-rwjj,Moderate
Apache Superset vulnerable to Exposure of Sensitive Information,https://github.com/advisories/GHSA-cmjc-52fg-9f7j,Moderate
Apache Superset Server-Side Request Forgery vulnerability,https://github.com/advisories/GHSA-fxjg-28fm-pfxh,Moderate
langchain SQL Injection vulnerability,https://github.com/advisories/GHSA-7q94-qpjr-xpgm,High
langchain vulnerable to arbitrary code execution,https://github.com/advisories/GHSA-57fc-8q82-gfp3,Critical
Products.CMFCore unauthenticated denial of service and crash via unchecked use of input with Python's marshal module,https://github.com/advisories/GHSA-4hpj-8rhv-9x87,High
Kiwi TCMS's misconfigured HTTP headers allow stored XSS execution with Firefox,https://github.com/advisories/GHSA-jpgw-2r9m-8qfw,High
MechanicalSoup vulnerable to malicious web server reading arbitrary files on client using file input inside HTML form,https://github.com/advisories/GHSA-x456-3ccm-m6j4,High
Connection confusion in gRPC,https://github.com/advisories/GHSA-cfgp-2977-2fmm,High
Withdrawn: scipy memory leak vulnerability,https://github.com/advisories/GHSA-9jx5-6pgf-crrp,Moderate
langchain arbitrary code execution vulnerability,https://github.com/advisories/GHSA-2qmj-7962-cjq8,Critical
Django has regular expression denial of service vulnerability in EmailValidator/URLValidator,https://github.com/advisories/GHSA-jh3w-4vvf-mjgr,High
Apache Airflow Hive Provider Beeline remote code execution with Principal,https://github.com/advisories/GHSA-hg6c-qqcm-r79r,Critical
PyPDF2 vulnerable to possible Infinite Loop when reading malformed objects,https://github.com/advisories/GHSA-hm9v-vj3r-r55m,Moderate
PyPDF2 quadratic runtime with malformed PDF missing xref marker,https://github.com/advisories/GHSA-jrm6-h9cq-8gqw,Moderate
pipreqs vulnerable to Dependency Confusion,https://github.com/advisories/GHSA-v4f4-23wc-99mh,Critical
hnswlib Double Free vulnerability,https://github.com/advisories/GHSA-xwc8-rf6m-xr86,Moderate
pypdf and PyPDF2 possible Infinite Loop when a comment isn't followed by a character,https://github.com/advisories/GHSA-4vvm-4w3v-6mr8,Moderate
requests-xml XML External Entity Injection vulnerability,https://github.com/advisories/GHSA-ccrc-9x59-3vc4,High
py-xml XML External Entity Injection vulnerability,https://github.com/advisories/GHSA-j6v2-mwxm-f952,High
easy-parse XML External Entity Injection vulnerability,https://github.com/advisories/GHSA-vv6q-6hwp-vrgp,High
SafeURL-Python's hostname blocklist does not block FQDNs,https://github.com/advisories/GHSA-373w-rj84-pv6x,Low
Apache Airflow JDBC Provider Improper Input Validation vulnerability,https://github.com/advisories/GHSA-mm87-c3x2-6f89,High
"Apache Airflow ODBC Provider, Apache Airflow MSSQL Provider Improper Input Validation vulnerability",https://github.com/advisories/GHSA-q57w-826p-46jr,Moderate
Apache Airflow ODBC Provider Argument Injection vulnerability,https://github.com/advisories/GHSA-9766-v29c-4vm7,High
fief-server Server-Side Template Injection vulnerability,https://github.com/advisories/GHSA-hj8m-9fhf-v7jp,Critical
